Date,Rented Bike Count,Temperature,Humidity,Wind speed,Rainfall
04-03-18,492,11.8,82,1.7,0
04-03-18,436,11.5,81,1.5,0
04-03-18,289,11.2,81,2.3,0
04-03-18,26,11.3,80,1.2,0
04-03-18,7,10.6,89,2.1,2
04-03-18,8,9.6,92,2.5,0
04-03-18,9,8.7,91,2.9,0
05-03-18,22,7.6,88,2.5,9
05-03-18,23,7,88,2.5,0
05-03-18,9,6.3,89,2.2,0
05-03-18,2,5.7,92,2,1.5
05-03-18,4,5.1,90,2.6,0
05-03-18,22,4.7,89,2.3,0
05-03-18,20,4.2,87,2,2
05-03-18,85,3.8,87,2.2,0
05-03-18,184,3.6,88,2.3,0
05-03-18,211,3.7,85,1.8,0
05-03-18,232,4.4,80,1.8,0
05-03-18,322,6.1,66,1.9,0
05-03-18,438,7.6,58,2.4,0
05-03-18,465,8.3,51,2,0
05-03-18,550,10,44,1.9,0
05-03-18,637,10.3,43,2.5,0
05-03-18,718,11,39,1.2,0
05-03-18,865,10,43,1.4,0
05-03-18,1155,8.1,47,1.7,0
05-03-18,782,5.8,53,1.7,0
05-03-18,578,4.3,57,1.3,0
05-03-18,533,3.1,59,1.5,0
05-03-18,466,2.3,63,1,0
05-03-18,274,1.9,60,1.3,0
06-03-18,224,1.3,69,0.8,0
06-03-18,188,0.8,67,0.8,0
06-03-18,122,0.3,71,0.9,0
06-03-18,82,0.1,71,0.4,0
06-03-18,79,-0.5,75,0.6,0
06-03-18,80,-0.9,78,0.6,0
06-03-18,214,-1,77,0.4,0
06-03-18,583,-1,78,0.6,0
06-03-18,997,-0.7,76,1,0
06-03-18,556,1.2,62,0.8,0
06-03-18,380,3.7,51,1.3,0
06-03-18,475,6.3,41,1.3,0
06-03-18,504,8.5,34,1.9,0
06-03-18,528,9.3,27,2.2,0
06-03-18,567,9.2,27,2.9,0
06-03-18,616,10.1,24,1.8,0
06-03-18,680,10.6,26,1.9,0
06-03-18,883,10.2,27,2.8,0
06-03-18,1246,8.7,28,3.2,0
06-03-18,833,7.1,30,2.7,0
06-03-18,666,6.1,31,2.8,0
06-03-18,625,5.5,33,3.2,0
06-03-18,514,4.5,40,1.3,0
06-03-18,361,3.5,44,0.9,0
07-03-18,289,2.8,45,1.7,0
07-03-18,194,2.8,46,2,0
07-03-18,134,2.6,50,1.3,0
07-03-18,92,2.7,55,1.5,0
07-03-18,49,2.6,61,1.7,0
07-03-18,97,2.5,63,1.3,0
07-03-18,232,2.4,65,1.8,0
07-03-18,598,2.2,65,1.9,0
07-03-18,1032,2.6,63,1.6,0
07-03-18,566,3.8,58,2,0
07-03-18,410,5.2,52,1.5,0
07-03-18,441,8,43,1.7,0
07-03-18,550,9.6,39,1.8,0
07-03-18,509,9.9,39,1.9,0
07-03-18,505,9.8,38,0.9,0
07-03-18,620,10.2,34,2.3,0
07-03-18,646,10.4,36,3.2,0
07-03-18,849,10.4,37,1,0
07-03-18,1365,9.6,42,2,0
07-03-18,799,8.9,44,2.3,0
07-03-18,587,8.5,46,1,0
07-03-18,411,7.9,56,1.4,0
07-03-18,147,7.2,60,1.4,0
07-03-18,48,6,79,2,0
08-03-18,49,5.2,83,1.5,0.5
08-03-18,23,4.7,86,0.7,0
08-03-18,19,4.2,88,0.9,0
08-03-18,12,3.8,90,0.8,2
08-03-18,8,3.3,90,1.3,0
08-03-18,17,3.1,90,1.2,0
08-03-18,32,3.1,89,0.2,1.5
08-03-18,64,3,90,0.7,0
08-03-18,88,3,94,0.3,0
08-03-18,100,3.4,90,1.5,0.5
08-03-18,165,3.6,88,2.6,0
08-03-18,290,4.5,82,2,0
08-03-18,375,5.6,72,3,0
08-03-18,405,6.7,65,3.2,0
08-03-18,452,7.7,62,2.4,0
08-03-18,555,9.2,53,3.3,0
08-03-18,594,9.5,56,3.1,0
08-03-18,757,7.5,64,4.3,0
08-03-18,1091,5.9,68,3.4,0
08-03-18,683,4.5,72,2.7,0
08-03-18,586,3.3,74,2.6,0
08-03-18,533,3.1,74,3.2,0
08-03-18,498,2.8,74,2.1,0
08-03-18,315,2.8,73,1.8,0
09-03-18,272,3,72,2.3,0
09-03-18,228,2.8,73,2.6,0
09-03-18,155,2.8,74,1.2,0
09-03-18,105,2.7,75,0.7,0
09-03-18,66,2.5,76,1,0
09-03-18,88,2.5,76,0.7,0
09-03-18,195,2.5,71,1.1,0
09-03-18,574,1.6,76,0.7,0
09-03-18,1041,1.8,67,0.7,0
09-03-18,570,3.5,60,1.3,0
09-03-18,361,4.8,54,1.3,0
09-03-18,444,5.9,51,0.7,0
09-03-18,510,6.8,51,1,0
09-03-18,509,7.5,44,2,0
09-03-18,542,8,42,1.5,0
09-03-18,611,7.7,51,2.9,0
09-03-18,686,9.6,38,1.7,0
09-03-18,834,8.9,46,1.8,0
09-03-18,1231,7,55,2,0
09-03-18,718,5.4,60,3.9,0
09-03-18,535,4.3,67,1.1,0
09-03-18,537,3.5,69,1.4,0
09-03-18,521,2.9,69,1.2,0
09-03-18,309,2.5,72,1.5,0
10-03-18,328,2.1,74,1.4,0
10-03-18,305,2,75,1,0
10-03-18,241,1.6,79,0.9,0
10-03-18,139,1.3,80,0.6,0
10-03-18,91,0.9,81,0.6,0
10-03-18,79,0.8,80,0.3,0
10-03-18,74,1.1,78,1.1,0
10-03-18,208,0.9,78,1.1,0
10-03-18,340,1.5,73,1.2,0
10-03-18,381,2.7,71,1.3,0
10-03-18,416,3.5,65,2.4,0
10-03-18,497,5.7,58,2.3,0
10-03-18,650,7.1,50,2.2,0
10-03-18,757,8.2,42,3.1,0
10-03-18,906,9.2,38,2.6,0
10-03-18,931,8.1,36,4.7,0
10-03-18,972,8.3,37,3.8,0
10-03-18,829,7.7,46,2.8,0
10-03-18,664,6.2,61,3.2,0
10-03-18,573,5.3,67,2.6,0
10-03-18,447,5.2,69,1.8,0
10-03-18,470,5,73,2.2,0
10-03-18,421,5,75,2.2,0
10-03-18,345,5.1,75,1.4,0
11-03-18,376,5.1,77,1.9,0
11-03-18,222,4.8,80,1.3,0
11-03-18,171,4.7,78,1.5,0
11-03-18,115,4.4,80,1.6,0
11-03-18,80,4.2,81,1.3,0
11-03-18,45,3.9,85,1.6,0
11-03-18,63,3.4,85,1.5,0
11-03-18,119,2.9,84,1.9,0
11-03-18,212,2.8,82,1.2,0
11-03-18,289,3.9,77,2,0
11-03-18,394,5.9,69,2.6,0
11-03-18,425,7.6,54,1.6,0
11-03-18,666,9.2,40,2.6,0
11-03-18,843,10.3,31,2.1,0
11-03-18,1154,11.6,20,2.7,0
11-03-18,1294,11.9,26,2.8,0
11-03-18,1205,11.9,25,2.7,0
11-03-18,1028,11.1,25,2,0
11-03-18,776,9.4,22,2.9,0
11-03-18,596,7.8,28,1.9,0
11-03-18,530,6.7,32,1.9,0
11-03-18,533,5.7,34,1,0
11-03-18,419,5.3,31,2.3,0
11-03-18,288,4.2,34,1.7,0
12-03-18,222,3.5,46,1.1,0
12-03-18,163,2.9,51,0.8,0
12-03-18,95,2.7,46,0.4,0
12-03-18,60,2.3,48,0.8,0
12-03-18,47,2.8,52,0.6,0
12-03-18,106,3.3,53,0.4,0
12-03-18,261,2.8,57,0.7,0
12-03-18,662,3,53,0.5,0
12-03-18,1066,3.8,47,0.8,0
12-03-18,604,4.8,43,1,0
12-03-18,406,6.6,40,1,0
12-03-18,463,9.2,33,1.1,0
12-03-18,581,11.7,32,1.6,0
12-03-18,588,13.6,34,1.8,0
12-03-18,603,14.9,34,2.8,0
12-03-18,694,15.3,32,2.9,0
12-03-18,752,14.5,34,3.1,0
12-03-18,931,13.7,38,2.6,0
12-03-18,1425,12.2,43,2.8,0
12-03-18,946,10.6,47,2,0
12-03-18,801,9.4,50,2.1,0
12-03-18,771,8.7,49,1.7,0
12-03-18,695,7.8,49,0.1,0
12-03-18,397,6.8,56,0.9,0
13-03-18,309,6.4,62,0.7,0
13-03-18,231,5.9,65,1,0
13-03-18,161,5.4,66,0.6,0
13-03-18,103,5.5,62,0.6,0
13-03-18,88,6.2,59,0.8,0
13-03-18,97,6.8,56,0.9,0
13-03-18,252,7,58,0.7,0
13-03-18,668,7.2,56,0.5,0
13-03-18,1215,8,48,0.4,0
13-03-18,616,9.4,44,0.3,0
13-03-18,428,10.9,40,0.5,0
13-03-18,571,12.6,49,1.4,0
13-03-18,626,15.5,47,3.3,0
13-03-18,678,17.1,42,3.2,0
13-03-18,705,18.3,43,2.2,0
13-03-18,815,18.6,47,3.3,0
13-03-18,890,17.6,53,3.7,0
13-03-18,1085,16.9,62,3.1,0
13-03-18,1749,15.7,68,3.3,0
13-03-18,1224,14.1,77,2,0
13-03-18,986,13.9,77,1.5,0
13-03-18,982,13.7,79,2,0
13-03-18,912,13.5,81,2.8,0
13-03-18,572,13.4,81,2.6,0
14-03-18,412,13.6,79,2.2,0
14-03-18,309,13.7,73,2.2,0
14-03-18,226,13.8,70,1.3,0
14-03-18,142,14,67,2.3,0
14-03-18,82,14,70,1.5,0
14-03-18,123,14.1,69,1.3,0
14-03-18,290,14.1,69,1.6,0
14-03-18,786,14.1,69,1.1,0
14-03-18,1371,14.2,67,0.9,0
14-03-18,761,14.6,62,1.2,0
14-03-18,552,15.7,58,1.3,0
14-03-18,643,17.5,55,2.1,0
14-03-18,813,19.9,44,2.7,0
14-03-18,789,20.9,44,4.7,0
14-03-18,878,21.1,42,4.3,0
14-03-18,1025,21.7,39,3.3,0
14-03-18,1049,21.7,41,3.2,0
14-03-18,1325,20.5,49,3.5,0
14-03-18,2100,19.2,53,2.4,0
14-03-18,1478,17.9,54,2.9,0
14-03-18,1275,17.2,60,2.5,0
14-03-18,1181,16.8,67,2,0
14-03-18,983,16.2,71,2,0
14-03-18,587,16.1,69,1.8,0
15-03-18,466,16,69,2.4,0
15-03-18,355,16.3,68,2.1,0
15-03-18,203,16.5,68,1.3,0
15-03-18,51,16.5,69,2.4,0
15-03-18,9,15.1,86,2.1,0
15-03-18,8,14.5,94,2,0
15-03-18,10,14.4,96,0.7,8
15-03-18,15,14.3,97,0.3,0
15-03-18,39,14.1,97,1.1,0
15-03-18,32,14.1,98,1.1,17
15-03-18,27,14.2,98,1.2,0
15-03-18,65,13.9,98,1.4,0
15-03-18,204,13.3,97,2.9,2
15-03-18,269,12.7,97,2.6,0
15-03-18,289,12.1,97,2,0
15-03-18,329,11.6,97,3.4,0
15-03-18,214,10.7,98,1.2,0
15-03-18,411,10.9,98,1.3,0
15-03-18,676,10.4,98,2.5,0
15-03-18,606,10.4,98,2,0
15-03-18,533,10.5,97,1.8,0
15-03-18,567,10.4,96,2.7,0
15-03-18,506,9.8,90,3.7,0
15-03-18,343,9.3,90,4.1,0
16-03-18,287,8.4,86,2.2,0
16-03-18,278,7.2,83,2.1,0
16-03-18,178,6.7,72,2.1,0
16-03-18,102,6.1,67,2.6,0
16-03-18,85,5.7,62,2.4,0
16-03-18,85,5.2,60,2,0
16-03-18,222,4.4,61,1.7,0
16-03-18,652,3.7,59,2.9,0
16-03-18,1176,3.8,56,2.4,0
16-03-18,683,5.2,51,1.7,0
16-03-18,507,6.7,46,2.2,0
16-03-18,557,8.2,45,2.4,0
16-03-18,705,9.4,40,2.6,0
16-03-18,715,10.4,38,2.4,0
16-03-18,772,11,36,1.8,0
16-03-18,923,11.9,32,1.9,0
16-03-18,976,11.6,31,1.4,0
16-03-18,1160,11.2,30,1.5,0
16-03-18,1641,10,33,1.2,0
16-03-18,974,8.1,36,1.2,0
16-03-18,774,6.7,41,1,0
16-03-18,710,5.8,43,1.8,0
16-03-18,660,4.9,46,0.8,0
16-03-18,455,4.2,47,1.3,0
17-03-18,414,3.7,48,1.6,0
17-03-18,366,3,52,0.7,0
17-03-18,268,2.3,56,0.6,0
17-03-18,157,1.8,59,0.7,0
17-03-18,103,1.3,61,0.7,0
17-03-18,60,1,62,0.9,0
17-03-18,109,0.8,63,1,0
17-03-18,193,0.5,64,0.8,0
17-03-18,384,1.3,57,1,0
17-03-18,520,3.4,49,1.6,0
17-03-18,561,6,43,1,0
17-03-18,742,8,39,1.2,0
17-03-18,933,10,38,1.5,0
17-03-18,1111,10.9,32,1.2,0
17-03-18,1294,12.1,29,2.3,0
17-03-18,1514,13.2,23,2.8,0
17-03-18,1440,13.7,28,2.1,0
17-03-18,1272,12.1,34,2.5,0
17-03-18,934,10.6,42,2.8,0
17-03-18,718,8.8,49,3.2,0
17-03-18,688,7.9,54,2.3,0
17-03-18,624,7.4,54,2,0
17-03-18,562,7,55,2.7,0
17-03-18,422,6.4,59,1.1,0
18-03-18,407,5.9,56,1.1,0
18-03-18,309,5.7,55,1.4,0
18-03-18,226,5.5,56,1.2,0
18-03-18,174,5.5,57,1.1,0
18-03-18,106,5.6,55,0.4,0
18-03-18,67,5.6,55,1.2,0
18-03-18,73,5.7,54,1.7,0
18-03-18,152,5.5,58,1,0
18-03-18,293,5.9,58,1.8,0
18-03-18,398,6.3,53,0.5,0
18-03-18,460,7.2,53,1.6,0
18-03-18,587,8.5,49,0.7,0
18-03-18,751,9.8,46,1.2,0
18-03-18,881,10.6,43,1.3,0
18-03-18,993,11,41,1.1,0
18-03-18,1128,12,37,0.8,0
18-03-18,1059,12.3,30,1.6,0
18-03-18,603,11.1,42,2.2,0
18-03-18,365,10.4,47,0.4,0
18-03-18,237,10,53,1.7,0
18-03-18,146,9.2,66,1.1,0
18-03-18,71,8.8,72,0.9,0
18-03-18,70,8.1,76,0.8,0
18-03-18,53,7.4,80,1.3,0
19-03-18,67,7,81,1.1,0.5
19-03-18,38,6.7,84,0.8,0
19-03-18,28,6.6,86,0.6,0
19-03-18,12,6.5,88,0.9,0.3
19-03-18,9,6.3,90,1,0
19-03-18,27,6.2,89,1.5,0
19-03-18,91,6.5,88,1.2,0.2
19-03-18,370,6.5,88,1.4,0
19-03-18,592,7.3,84,2.2,0
19-03-18,387,8.2,81,2.7,0.5
19-03-18,292,9.1,77,2.7,0
19-03-18,393,10.2,65,3.3,0
19-03-18,403,10.2,58,3.5,0
19-03-18,387,10.1,61,3.7,0
19-03-18,326,10.1,59,3.3,0
19-03-18,263,9.8,57,3,0
19-03-18,271,8.9,63,3,0
19-03-18,605,8.5,59,2.7,0
19-03-18,1200,8.6,55,2.4,0
19-03-18,818,8.4,51,3.3,0
19-03-18,711,8.3,47,3.1,0
19-03-18,731,8,47,3.3,0
19-03-18,565,7.6,48,3.1,0
19-03-18,382,6.9,44,3.3,0
20-03-18,297,6.3,42,3.3,0
20-03-18,243,5.5,42,3.1,0
20-03-18,165,5.1,44,3.4,0
20-03-18,95,4.7,44,3.8,0
20-03-18,69,4.4,44,3.1,0
20-03-18,92,4.1,42,3.1,0
20-03-18,235,3.9,43,3.4,0
20-03-18,677,3.8,44,4.1,0
20-03-18,1212,4.3,43,4.2,0
20-03-18,661,5.7,38,3.9,0
20-03-18,418,7.4,35,3.5,0
20-03-18,488,8.4,34,3.6,0
20-03-18,522,9,33,3.1,0
20-03-18,516,8,37,3.4,0
20-03-18,478,7.3,38,3.4,0
20-03-18,492,6.5,39,3.3,0
20-03-18,518,5.6,42,4.2,0
20-03-18,719,4.9,43,4.3,0
20-03-18,1111,4.1,43,3.5,0
20-03-18,716,3.2,45,3.7,0
20-03-18,543,2.7,45,3.3,0
20-03-18,494,2.3,40,3.3,0
20-03-18,460,2,37,2.7,0
20-03-18,294,1.8,37,2.3,0
21-03-18,240,1.6,39,2.3,0
21-03-18,223,1.5,40,2.8,0
21-03-18,147,1.4,40,2.9,0
21-03-18,82,1.3,40,2.1,0
21-03-18,70,1.3,39,2.3,0
21-03-18,80,1.3,40,2.3,0
21-03-18,209,1.4,42,1.7,0
21-03-18,605,1.4,43,1.5,0
21-03-18,1097,1.6,42,1.8,0
21-03-18,614,2.5,40,1.9,0
21-03-18,374,3.6,37,1.3,0
21-03-18,339,4.8,35,2.1,0
21-03-18,333,4.8,51,2.2,0
21-03-18,196,4,64,2,0
21-03-18,117,1.9,89,1.5,0
21-03-18,184,2.2,85,1.3,0.5
21-03-18,241,2.4,79,1.9,0
21-03-18,319,2.5,78,2,0
21-03-18,615,2,77,1.3,0
21-03-18,402,2,81,0.7,0
21-03-18,120,1.7,85,1.3,0
21-03-18,231,1.2,92,0.7,0.5
21-03-18,320,1.2,87,0.9,0
21-03-18,226,1.5,86,1.2,0
22-03-18,243,1.6,86,1.7,0
22-03-18,247,1.6,85,2,0
22-03-18,173,1.5,86,2.5,0
22-03-18,107,1.3,87,1.7,0
22-03-18,75,1.3,87,2.2,0
22-03-18,81,1.1,88,0.9,0
22-03-18,212,0.8,88,1,0
22-03-18,600,0.6,85,1.5,0
22-03-18,1174,1.1,79,1.7,0
22-03-18,653,2.5,67,1.3,0
22-03-18,446,4.9,56,1.9,0
22-03-18,565,6.9,46,2.1,0
22-03-18,668,8.3,36,2.5,0
22-03-18,648,9.9,29,3.2,0
22-03-18,674,11.4,30,3.1,0
22-03-18,758,10.7,34,4.5,0
22-03-18,752,10.3,34,3.8,0
22-03-18,999,9.6,38,3.2,0
22-03-18,1495,7.9,46,3.1,0
22-03-18,923,6.2,54,1.8,0
22-03-18,739,5.1,56,2,0
22-03-18,726,4.5,62,2,0
22-03-18,621,3.9,66,2.7,0
22-03-18,428,3.4,69,1.1,0
23-03-18,335,2.9,72,1.3,0
23-03-18,283,2.5,75,1.5,0
23-03-18,216,2.2,80,1.4,0
23-03-18,128,1.9,81,1.1,0
23-03-18,92,2,80,0.8,0
23-03-18,95,2.2,79,0.8,0
23-03-18,243,2.3,80,0.7,0
23-03-18,661,2.5,79,1.4,0
23-03-18,1216,2.6,77,1.3,0
23-03-18,664,3.3,72,1.4,0
23-03-18,461,5.4,64,1.6,0
23-03-18,584,7.1,50,1.7,0
23-03-18,690,9.3,37,2.3,0
23-03-18,682,10.9,36,2.1,0
23-03-18,758,12.4,33,2.9,0
23-03-18,849,12.1,30,3,0
23-03-18,901,12.2,24,2.8,0
23-03-18,1108,11.2,27,3.5,0
23-03-18,1611,9.7,36,3.6,0
23-03-18,932,8.3,48,3,0
23-03-18,724,6.7,48,2.6,0
23-03-18,676,5.8,60,2.2,0
23-03-18,638,5.3,63,1.8,0
23-03-18,422,5,42,1.7,0
24-03-18,403,4.7,46,1.7,0
24-03-18,360,4.7,51,1.1,0
24-03-18,305,5,50,1.7,0
24-03-18,197,5,51,0.8,0
24-03-18,122,5.1,54,1.2,0
24-03-18,82,4.7,54,1.3,0
24-03-18,113,4.2,50,0.6,0
24-03-18,198,4,54,0.9,0
24-03-18,424,4.5,49,0.4,0
24-03-18,456,6.5,40,2.5,0
24-03-18,494,7.2,43,1.5,0
24-03-18,589,9,56,2,0
24-03-18,806,10.6,52,3.1,0
24-03-18,880,12.4,50,2.5,0
24-03-18,855,12.7,55,3.4,0
24-03-18,1025,12.4,58,4.1,0
24-03-18,947,12.3,61,3.4,0
24-03-18,916,11.1,66,4.2,0
24-03-18,736,9,76,3,0
24-03-18,521,7.7,80,2.8,0
24-03-18,513,7.1,83,3.3,0
24-03-18,487,6.7,84,2.8,0
24-03-18,460,6.5,85,2.3,0
24-03-18,354,6.4,85,2.3,0
25-03-18,372,6.4,84,1.4,0
25-03-18,267,6.4,82,1.2,0
25-03-18,195,6,82,1.3,0
25-03-18,139,5.5,83,0.9,0
25-03-18,90,5.3,82,1,0
25-03-18,60,5,83,0.7,0
25-03-18,71,4.6,84,0.7,0
25-03-18,137,4.7,82,1.3,0
25-03-18,225,5,79,1.1,0
25-03-18,331,6.3,73,1.3,0
25-03-18,359,8.4,65,1.8,0
25-03-18,466,10.7,56,2,0
25-03-18,626,12.7,45,1.3,0
25-03-18,784,14.6,38,1.9,0
25-03-18,882,16.1,37,2.4,0
25-03-18,960,16.7,38,3.1,0
25-03-18,1031,16.5,39,3.1,0
25-03-18,911,15.8,40,2.3,0
25-03-18,768,14.4,44,2.7,0
25-03-18,571,12.6,59,2.5,0
25-03-18,502,10.7,70,2.8,0
25-03-18,456,9.8,74,2.2,0
25-03-18,424,8.8,79,2,0
25-03-18,336,8,82,1.3,0
26-03-18,244,7.1,84,2.3,0
26-03-18,185,6.3,87,1.8,0
26-03-18,93,5.4,95,1.5,0
26-03-18,62,5.5,96,1.6,0
26-03-18,65,5.5,96,2,0
26-03-18,98,5.4,97,1.5,0
26-03-18,227,5.7,97,0.5,0
26-03-18,581,6,96,0.6,0
26-03-18,983,6.4,90,1.4,0
26-03-18,540,7.6,82,0.7,0
26-03-18,415,10,70,1,0
26-03-18,422,12.6,60,2.4,0
26-03-18,492,14.6,53,2.5,0
26-03-18,504,16,47,2.5,0
26-03-18,575,17.4,39,2.9,0
26-03-18,604,17.6,33,3.6,0
26-03-18,819,17.7,33,3.4,0
26-03-18,925,17.1,31,3.3,0
26-03-18,1477,16,33,2.9,0
26-03-18,1031,14.3,37,3.1,0
26-03-18,835,12.9,42,2.8,0
26-03-18,798,11.6,54,1.5,0
26-03-18,662,10.7,58,1.4,0
26-03-18,447,9.8,62,0.6,0
27-03-18,380,9,68,1.1,0
27-03-18,278,8.7,70,0.9,0
27-03-18,163,8.3,70,0.8,0
27-03-18,127,8.1,71,0.9,0
27-03-18,95,7.8,70,0.3,0
27-03-18,110,8,63,0.8,0
27-03-18,231,8.1,66,0.6,0
27-03-18,705,8.5,67,0.7,0
27-03-18,1201,9.3,62,0.6,0
27-03-18,699,11.6,51,0.8,0
27-03-18,462,13.9,40,0.8,0
27-03-18,560,15.8,40,1.9,0
27-03-18,586,16.7,47,2.4,0
27-03-18,563,18.6,46,2.1,0
27-03-18,618,19.4,45,2,0
27-03-18,636,19.9,45,2.7,0
27-03-18,774,19.5,50,3.4,0
27-03-18,960,18.4,54,3.2,0
27-03-18,1521,16.8,60,3.1,0
27-03-18,1020,15,67,2.6,0
27-03-18,864,13.9,72,2.4,0
27-03-18,866,13.4,73,1.5,0
27-03-18,764,12.9,75,1.3,0
27-03-18,527,12.4,74,1.5,0
28-03-18,400,12,76,0.8,0
28-03-18,337,11.6,74,1.2,0
28-03-18,225,11.5,75,1.9,0
28-03-18,150,10.9,79,0.8,0
28-03-18,104,10.6,77,0.9,0
28-03-18,107,10.2,80,0.8,0
28-03-18,258,9.6,84,0.7,0
28-03-18,741,9.6,82,1.1,0
28-03-18,1353,10.3,77,0.7,0
28-03-18,723,12.4,66,1,0
28-03-18,494,14.7,62,2.9,0
28-03-18,588,15.6,60,3.7,0
28-03-18,629,16.5,57,3.8,0
28-03-18,723,17.5,54,3.1,0
28-03-18,698,18.6,46,4.4,0
28-03-18,785,18.2,45,4.1,0
28-03-18,943,18.3,43,4.3,0
28-03-18,1221,17.6,45,4.2,0
28-03-18,1839,17,53,3.1,0
28-03-18,1288,16,60,2.8,0
28-03-18,1133,15.2,65,2.2,0
28-03-18,1035,14.2,70,0.8,0
28-03-18,907,13.6,73,2,0
28-03-18,614,13.5,74,1.2,0
29-03-18,466,13.4,77,1.5,0
29-03-18,390,13,81,1.9,0
29-03-18,254,12.9,83,1.6,0
29-03-18,170,12.7,80,0.4,0
29-03-18,109,12.8,81,0.2,0
29-03-18,106,12.7,83,0.8,0
29-03-18,274,12.6,83,0.5,0
29-03-18,781,12.8,82,0.6,0
29-03-18,1281,13.3,80,1.2,0
29-03-18,757,13.5,79,1.9,0
29-03-18,482,15,69,1.5,0
29-03-18,583,16.1,63,1.2,0
29-03-18,714,18.2,55,2.3,0
29-03-18,716,19.5,48,1.9,0
29-03-18,711,20.2,47,2.4,0
29-03-18,781,20.8,42,3.1,0
29-03-18,957,20.7,38,2.2,0
29-03-18,1194,20.3,48,2.8,0
29-03-18,1776,19.1,47,2.4,0
29-03-18,1260,17.5,61,2.2,0
29-03-18,1079,15.6,64,2.7,0
29-03-18,1046,14.4,66,1.7,0
29-03-18,949,13.3,71,2.1,0
29-03-18,614,12.7,75,1.6,0
30-03-18,490,11.8,78,0.6,0
30-03-18,401,11.4,77,0.7,0
30-03-18,261,10.8,72,0.4,0
30-03-18,184,10.3,68,0.7,0
30-03-18,115,9.9,67,1.1,0
30-03-18,117,10.4,62,1.8,0
30-03-18,284,10.3,70,1.2,0
30-03-18,747,10.5,70,1.1,0
30-03-18,1406,11.5,60,1.6,0
30-03-18,772,13.7,46,1.3,0
30-03-18,583,16,29,1.4,0
30-03-18,739,17.8,26,2.6,0
30-03-18,939,19.1,26,1.6,0
30-03-18,860,20.3,27,1.4,0
30-03-18,965,21,28,2.8,0
30-03-18,1068,21.8,28,2.3,0
30-03-18,1156,20.7,36,3.6,0
30-03-18,1460,19.4,45,2.9,0
30-03-18,1935,17.4,57,3.1,0
30-03-18,1268,15.2,60,3.2,0
30-03-18,1045,14.3,63,2.6,0
30-03-18,948,13.7,73,1.8,0
30-03-18,880,12.7,76,1.5,0
30-03-18,678,12.1,77,1.4,0
31-03-18,537,11.7,77,1.3,0
31-03-18,502,11.5,77,2,0
31-03-18,397,11,73,1.5,0
31-03-18,264,10.7,74,1.7,0
31-03-18,163,10.4,73,1.7,0
31-03-18,108,9.8,73,0.8,0
31-03-18,142,9.4,75,0.9,0
31-03-18,264,9.5,72,0.2,0
31-03-18,489,10.4,65,0.8,0
31-03-18,642,12.6,57,0.9,0
31-03-18,618,14.7,53,0.9,0
31-03-18,824,16.7,45,1.9,0
31-03-18,1072,18.2,38,4.2,0
31-03-18,1218,19.3,37,3,0
31-03-18,1381,20.1,30,3,0
31-03-18,1542,18.9,28,3.7,0
31-03-18,1578,18,32,3,0
31-03-18,1531,17.3,36,3.4,0
31-03-18,1391,16.6,33,2.6,0
31-03-18,1025,15.3,41,2,0
31-03-18,972,14,45,1.6,0
31-03-18,1010,13.3,48,1.6,0
31-03-18,922,12.8,52,1.5,0
31-03-18,655,12.4,63,1.3,0
01-04-18,579,12.1,70,0.8,0
01-04-18,453,11.7,74,0.5,0
01-04-18,322,11.7,72,0.6,0
01-04-18,221,11.9,71,0.7,0
01-04-18,147,12.1,69,0.3,0
01-04-18,96,12.3,65,0.5,0
01-04-18,110,12.4,61,0.4,0
01-04-18,169,12.5,62,0.4,0
01-04-18,342,12.9,64,1.5,0
01-04-18,485,13.5,66,1.8,0
01-04-18,566,14.7,61,2,0
01-04-18,737,16.7,55,2.1,0
01-04-18,926,18,53,3.1,0
01-04-18,1156,17.9,60,2.2,0
01-04-18,1201,17.5,67,2.1,0
01-04-18,1349,18.2,63,2.2,0
01-04-18,1409,18.2,69,3.2,0
01-04-18,1362,18,72,1.8,0
01-04-18,1296,17.7,75,2.1,0
01-04-18,1066,17.4,79,2.3,0
01-04-18,984,17.1,80,1.5,0
01-04-18,983,16.9,81,1.9,0
01-04-18,841,16.7,83,2.4,0
01-04-18,588,16.3,82,1.3,0
02-04-18,468,16.1,80,1.9,0
02-04-18,295,16,79,1,0
02-04-18,155,15.7,81,1.4,0
02-04-18,111,15.6,81,1.2,0
02-04-18,86,15.7,79,1.2,0
02-04-18,125,15.3,82,1.4,0
02-04-18,359,14.9,81,0.4,0
02-04-18,918,15.1,80,1,0
02-04-18,1469,15.7,75,1.1,0
02-04-18,806,16.6,70,1.5,0
02-04-18,579,17.5,66,1.3,0
02-04-18,662,18.5,61,1.6,0
02-04-18,818,20.8,50,2,0
02-04-18,818,21.9,48,2.5,0
02-04-18,920,23,42,3.4,0
02-04-18,993,23.7,43,2.8,0
02-04-18,1218,23,47,4.1,0
02-04-18,1569,22,49,3.7,0
02-04-18,2401,20.7,54,4.1,0
02-04-18,1779,19.1,60,3.4,0
02-04-18,1517,18.2,65,1.8,0
02-04-18,1503,17.9,64,2.1,0
02-04-18,1213,17.4,66,2.3,0
02-04-18,803,16.8,70,0.9,0
03-04-18,532,16.8,69,0.8,0
03-04-18,430,17.1,72,1.7,0
03-04-18,275,17,73,1.6,0
